musaID,toPredict,distance_to_city_hall,distance_to_nearest_metro,distance_to_nearest_hospital,distance_to_nearest_school,distance_to_nearest_park,distance_to_nearest_water,NAMELSAD,Percent_Bachelor.s.degree.or.higher,Estimate_Mean.family.income..dollars.,Percent_Management..business..science..and.arts.occupations,Percent_Different.state,Percent_With.private.health.insurance,Percent_White.alone,LPSS_PER1000,HPSS_PER1000
8491,MODELLING,18662.23664,685.2764903,5351.982841,1347.794861,1087.241179,6223.283959,Census Tract 178,16.2,40833,36.7,14.7,24.4,20.8,76.60455487,4.65838509
8492,MODELLING,37622.91977,10258.6418,11015.12516,1084.424093,1111.311634,6945.924986,Census Tract 389,27.2,87010,42.1,20.9,44,7.1,7.46268657,0.93283582
8493,MODELLING,37066.56356,20680.78076,1196.279177,2950.785229,144.1911032,573.2396,Census Tract 217,49.1,117416,50.1,14.5,78.6,80.3,3.5478966,2.02736949
8494,MODELLING,31113.54781,19778.48863,2775.645633,465.709252,45.65138652,1196.728083,Census Tract 210,53.9,124557,64,24.1,88.6,81.4,16.98113208,4.71698113
8495,MODELLING,40964.51687,26012.83864,4956.332063,819.6840806,1860.777431,1147.917802,Census Tract 219,41.3,124276,42.4,18.9,73.1,84.9,5.6022409,2.80112045
8496,MODELLING,43108.44203,8888.050875,10609.71178,653.1459875,361.5239256,5132.615381,Census Tract 325,7.6,84615,28.5,4.6,43.2,41.5,46.10951009,5.76368876
8497,MODELLING,23398.93036,3755.807587,7787.83179,1661.113554,1487.746667,3376.794285,Census Tract 101,19,70337,39.1,9.3,46.8,1.6,29.76744186,0.23255814
8498,MODELLING,11829.65127,7089.061908,3878.944261,1356.3173,792.012958,908.347295,Census Tract 33,30.1,73735,50.9,16.1,53.9,32.1,30.8310992,1.67560322
8499,MODELLING,9612.00342,4251.893566,4175.291931,708.9752406,1388.929932,4691.186409,Census Tract 32,35.1,80765,48,30.6,55.9,19.7,52.63157895,1.79425837
8500,MODELLING,17632.85556,3620.222704,7479.36767,1007.695653,687.4324715,4815.699152,Census Tract 80,52.3,94687,59.6,36.7,70.7,19.8,27.75574941,3.7668517
8501,MODELLING,16319.16634,4020.794117,6124.237429,1097.496302,361.1628911,5115.529803,Census Tract 79,71.6,204429,66.2,37.4,83.7,58,15.93625498,3.15405046
8502,MODELLING,16687.92594,2755.824278,6906.878317,254.3111175,422.938218,4878.937558,Census Tract 104,12.8,32701,26.3,26.4,41,3,18.54395604,3.43406593
8503,MODELLING,19882.67705,9303.172873,9950.725405,940.8244987,206.0303062,1254.658866,Census Tract 65,14.2,65081,23.3,9.6,64.1,1.3,27.05749718,4.22773393
8504,MODELLING,35920.1663,23290.22378,3168.749267,2052.83065,815.4764453,2172.641271,Census Tract 215,69.8,145885,64.4,34.8,80.9,70.2,5.28634361,3.08370044
8505,MODELLING,35611.79015,5188.175947,6020.034323,1511.086917,441.3749675,8130.114884,Census Tract 277,10.8,55345,31.2,15.3,50.3,2.4,49.63235294,0.91911765
8506,MODELLING,26792.973,342.2098218,4602.092898,809.2725819,624.415353,9375.170381,Census Tract 281,12.6,88527,23.6,7.5,42.2,7.4,26.86108979,2.30237913
8507,MODELLING,35091.43115,5222.331133,6021.915933,816.5909306,286.8942223,8651.092277,Census Tract 249,7.7,77729,11.2,13.5,35.5,2.3,102.661597,9.50570342
8508,MODELLING,40931.08143,10209.89883,11061.68182,237.6377021,902.3867114,4544.667433,Census Tract 264,17.3,77995,30.1,9.6,52.3,1.2,48.0349345,2.18340611
8509,MODELLING,37605.48897,6127.155334,6969.443954,1471.737463,1627.282387,6098.979925,Census Tract 267,13.3,65363,27.2,20.2,47.1,0,33.11258278,0.66225166
8510,MODELLING,4475.981072,2433.804603,1210.797024,239.2919147,408.2266175,2914.868555,Census Tract 10.01,85.6,285954,88.1,46.5,84.3,90.9,31.85247276,10.05867561
8511,MODELLING,21845.05524,4325.84703,11443.98795,1143.318046,1509.096433,2545.250297,Census Tract 82,20.2,58131,35.5,13.3,48.2,1.5,74.79224377,3.46260388
8512,MODELLING,6732.784774,3927.708479,3642.179089,394.6498918,478.4742687,3115.697963,Census Tract 25,58.2,144998,69.6,25.7,69.7,57.4,51.44995323,25.49111319
8513,MODELLING,7114.885685,3025.886051,4392.195962,1166.535677,411.6705123,4152.769878,Census Tract 24,70.5,174644,66.5,41.8,78.6,73.8,35.36794067,15.54478038
8514,MODELLING,7852.552029,1277.665175,2370.223843,1391.230665,420.526841,6210.470168,Census Tract 29,66,162007,59.8,31.8,84.1,70.1,47.05246079,15.81936182
8515,MODELLING,12114.65012,5690.482926,5973.376844,764.0860591,74.89759526,3058.155512,Census Tract 42.01,32.2,91457,29.6,11.2,69.7,58.8,50.35128806,8.19672131
8516,MODELLING,51184.65654,16843.64137,8044.374147,561.8742339,445.2092757,616.2016797,Census Tract 329,22.4,67986,38.6,4.7,57.1,42.3,58.09128631,0
8517,MODELLING,9910.47163,2363.165846,2471.330121,387.0488638,633.0567978,5750.98817,Census Tract 41.01,36.2,98418,50.8,21.3,51.9,32.2,56.36363636,4.24242424
8518,MODELLING,31191.36373,9509.537493,9030.424533,1674.740707,701.6501734,2714.678701,Census Tract 238,48.5,107978,48.8,28.3,75.5,23.1,34.65982028,7.06033376
8519,MODELLING,33226.33958,4618.295038,6189.40002,2268.706384,1027.287379,1957.237936,Census Tract 273,14.3,66164,24.9,10.4,41.8,11.6,19.83835415,1.46950771
8520,MODELLING,32419.82642,2601.39256,3883.095235,1129.445781,1658.715961,3661.545321,Census Tract 274.01,13.4,69106,23.6,21.1,45.9,2,28.24427481,1.52671756
8521,MODELLING,34566.35713,3222.20715,9400.433601,1317.012809,782.5290489,3811.985246,Census Tract 299,9.4,39588,18.3,14.3,30.5,8.2,16.04554865,0.25879917
8522,MODELLING,59103.92274,25157.69067,8571.953328,3552.701995,1257.554593,2374.373088,Census Tract 352,28.8,135606,38.5,6,84,83.2,3.98406375,0
8523,MODELLING,39375.9414,4309.964353,8737.781653,1602.595471,1326.247051,7713.781924,Census Tract 317,11.6,73442,26.3,7.2,49.9,27.7,11.89127973,1.13250283
8524,MODELLING,9328.701608,2113.63803,2125.28481,679.8093083,149.7341314,4121.367568,Census Tract 144,66.9,147682,68.3,45.1,75.4,55.9,20.58823529,3.43137255
8525,MODELLING,12705.06481,3164.726503,4712.266031,1493.592974,595.3943704,1079.15858,Census Tract 143,75,178046,77.3,38.9,86,82.1,25.85315408,4.13650465
8526,MODELLING,30355.21967,1932.386603,1763.048645,942.1833236,108.1352467,7521.161269,Census Tract 281,12.6,88527,23.6,7.5,42.2,7.4,15.72150477,1.68444694
8527,MODELLING,29550.33713,1063.17481,2060.172183,1287.686685,392.6506879,7856.860992,Census Tract 281,12.6,88527,23.6,7.5,42.2,7.4,15.72150477,1.68444694
8528,MODELLING,13634.63185,2537.210088,6676.527146,1947.310212,1471.656395,6020.277317,Census Tract 168,7.2,26392,25.1,19.5,31.6,14,61.53846154,1.53846154
8529,MODELLING,25335.9361,1765.536049,5323.990456,1342.668765,495.6942482,7681.165792,Census Tract 204,7.6,55368,29.1,12.1,47.1,1.2,71.89542484,5.9912854
8530,MODELLING,37652.55411,15382.75513,7764.086685,2294.307534,1110.113839,1643.23207,Census Tract 388,73.1,238336,64.4,38,82.4,61.5,0.75301205,3.2003012
8531,MODELLING,42588.83531,17989.25483,6169.736219,2762.62619,163.3759473,333.0102948,Census Tract 231,79.7,333940,74.5,32.6,89.6,88.2,3.77928949,3.21239607
8532,MODELLING,13361.38803,1941.99505,3548.316884,469.7142771,100.6075822,4691.609746,Census Tract 106,10.2,46018,26.1,16.8,35.6,7.7,34.74320242,4.90936556
8533,MODELLING,47635.36674,14561.10486,6149.56046,2328.477695,2349.846619,3252.425779,Census Tract 338,19,95267,30.5,7.2,62,60.8,2.28608752,0.32658393
8534,MODELLING,3893.125738,1187.55884,2373.178801,563.898253,320.0321019,5753.411802,Census Tract 15,67.1,238155,75.3,39,89.5,66.3,33.21410322,15.96831886
8535,MODELLING,15723.90713,2708.311495,3288.686996,1127.777509,410.2597073,3951.236292,Census Tract 160.02,59.8,120477,61.6,25.4,72.4,82.1,31.07019563,8.0552359
8536,MODELLING,5883.585743,3574.482564,2158.617371,767.9348146,232.8444884,3053.530384,Census Tract 13.01,71.1,176743,65.1,38.7,82.7,45.3,33.78378378,4.39189189
8537,MODELLING,4626.862469,1965.658249,1399.651838,287.3556827,121.5158521,4383.003905,Census Tract 19,84.9,195376,77.4,35.8,83.8,56.6,33.08431163,9.8719317
8538,MODELLING,4836.133383,2253.869884,1429.379096,451.3374542,244.6773294,4220.7223,Census Tract 19,84.9,195376,77.4,35.8,83.8,56.6,33.08431163,9.8719317
8539,MODELLING,10459.7067,7395.441608,6883.60483,1923.268485,537.8555109,1539.421988,Census Tract 137.01,59.3,136619,50,29,89.8,45.9,22.18114603,2.31053604
8540,MODELLING,11757.92958,7536.54018,8501.491994,401.1819569,114.9453256,2103.457388,Census Tract 137.01,59.3,136619,50,29,89.8,45.9,22.18114603,2.31053604
8541,MODELLING,6587.861407,4605.208323,5013.002505,283.9372417,273.2824487,1629.362211,Census Tract 134.01,75.5,238280,70.9,38.7,78.3,86.1,18.84920635,4.71230159
8542,MODELLING,3927.520757,2544.142773,2283.551123,1386.826988,210.1972645,2548.661507,Census Tract 125.02,73.1,181787,83.6,37.3,82.4,59.2,13.04509877,3.6339918
8543,MODELLING,23963.44058,5600.25203,6619.391548,1611.643514,1342.345922,4097.358048,Census Tract 114,24.5,81441,39.7,15.2,57.3,4.3,47.21753794,2.1079258
8544,MODELLING,27836.17371,3264.007902,4979.700338,767.9431353,394.06995,1023.731507,Census Tract 191,22.9,99711,28.5,13.5,39.3,12.1,9.91325898,1.54894672
8545,MODELLING,72412.06283,37996.51919,15382.73736,1918.249183,949.2593288,1874.019207,Census Tract 359,34.1,99447,31.8,11.1,68,63.5,6.25978091,0.78247261
8546,MODELLING,64357.7002,30972.11709,9936.314277,902.4502174,1775.650125,645.9724205,Census Tract 356.02,33.5,137311,44.7,9.7,79.6,52,1.54083205,0
8547,MODELLING,44210.75367,12722.92414,5425.70094,1951.410673,1914.15284,1978.991136,Census Tract 308,23.6,86257,22.7,8.6,57.5,24.9,20.77562327,1.38504155
8548,MODELLING,39365.08553,10182.09747,1811.399224,1289.144427,475.7575798,1051.532199,Census Tract 305.02,15.7,67729,35.3,7.4,33.4,10.3,11.94921583,0.1867065
8549,MODELLING,60885.30679,25883.04802,6496.99484,4113.141928,1119.229925,1708.491289,Census Tract 348.03,22.5,102439,35.3,10,66,83.3,1.70575693,0.42643923
8550,MODELLING,9307.582283,5578.818939,6139.116591,1968.56883,238.394614,2012.187237,Census Tract 27.02,58.7,123689,71.7,20.9,82.7,75.5,25.3164557,4.16389074
8551,MODELLING,10967.51053,906.0644293,1320.885041,1188.107084,32.31974621,5617.842438,Census Tract 39.01,39.3,116531,45,27.2,70.9,62.8,33.56890459,2.3557126
8552,MODELLING,39767.54918,14605.5149,9588.791825,756.2029644,533.541266,3052.314887,Census Tract 255,61.7,133077,65.9,27.5,67.6,39.4,9.39849624,5.16917293
8553,MODELLING,40441.79403,14128.51485,9801.49934,985.2582277,1424.215532,3092.17529,Census Tract 255,61.7,133077,65.9,27.5,67.6,39.4,5.83333333,1.25
8554,MODELLING,41066.08297,24793.55971,4236.042915,1974.586567,561.5369613,775.2330639,Census Tract 218,55.2,95034,57.6,20.6,81.2,59,4.03225806,1.51209677
8555,MODELLING,10120.71632,6802.329595,4232.07108,1309.008086,195.5830277,1497.8266,Census Tract 33,30.1,73735,50.9,16.1,53.9,32.1,38.36930456,2.39808153
8556,MODELLING,13469.84404,1074.0376,5561.48437,2020.894768,312.0352604,3168.633094,Census Tract 166,19.3,72138,27.8,11.3,44.9,10.1,49.8392283,3.61736334
8557,MODELLING,46745.90014,17525.12118,9812.950459,740.5750468,326.1918541,2015.596882,Census Tract 259,26.3,94534,33.3,16.6,57.5,2.4,3.94011032,2.36406619
8558,MODELLING,10418.63117,4798.70689,4508.537066,1071.137184,986.6334773,4929.659162,Census Tract 36,15.6,57174,33.7,4.3,36.8,17.3,20.25435704,0.47103156
8559,MODELLING,10406.12851,4796.075795,4510.062471,1067.936574,981.8634899,4917.929762,Census Tract 36,15.6,57174,33.7,4.3,36.8,17.3,20.25435704,0.47103156
8560,MODELLING,26617.5627,1352.614411,8577.54434,1171.741405,1776.679252,1079.720867,Census Tract 382,10.6,78790,27.2,6.8,38.3,59.1,66.66666667,12.82051282
8561,MODELLING,23115.56314,729.6449114,5880.434477,817.3584556,76.66298847,4689.305896,Census Tract 188.01,0.8,25294,12.3,18.4,37.3,19.5,20.68680182,1.24120811
8562,MODELLING,28075.53848,7138.71934,5843.78115,946.4830332,350.3159014,2993.339999,Census Tract 288,8.7,39976,24.3,9.7,34.9,6.3,40.4290429,3.50660066
8563,MODELLING,3062.162985,2593.381167,1559.65381,1574.716647,172.7806159,2300.113882,Census Tract 8.03,91,226827,81.3,48.8,89.1,77.5,169.6202532,45.56962025
8564,MODELLING,9090.10658,1179.311953,1327.062804,1284.65799,633.0908033,6823.472424,Census Tract 28.02,54,128443,57.5,23.4,66.6,60.7,71.62534435,8.26446281
8565,MODELLING,8626.196862,3527.068281,4133.601321,254.2285664,1048.103743,4016.353874,Census Tract 28.01,35.3,80453,45.2,13.8,46.1,45.9,36.91639522,4.88599349
8566,MODELLING,46668.14712,11478.09755,5108.413051,1760.034731,251.5345089,443.0848453,Census Tract 332,26.3,105761,34.8,15.6,59.6,42.6,7.90754258,1.52068127
8567,MODELLING,67645.70739,32672.55819,2406.387824,1941.577316,464.7390432,741.536327,Census Tract 362.01,26.7,125724,39.2,13.5,71.6,82.8,1.67785235,0.83892617
8568,MODELLING,65946.89353,31220.47465,825.9997858,1597.091303,962.0608491,1128.470574,Census Tract 353.01,22.7,102917,36.8,6.7,84.2,79.5,1.43215181,0.35803795
8569,MODELLING,72307.61229,37129.17883,8434.936258,2004.827195,675.0099413,97.31734597,Census Tract 361,18.3,97360,30.7,19.3,71.6,53.7,1.70648464,0
8570,MODELLING,76680.36098,41558.40501,5114.330161,1565.693651,530.9919506,806.3487348,Census Tract 363.03,23,113761,51.1,3.2,86,82.8,2.40577386,0.80192462
8571,MODELLING,77033.42221,41890.86521,4532.877488,1611.891242,558.5846802,1461.462374,Census Tract 363.03,23,113761,51.1,3.2,86,82.8,2.97619048,0
8572,MODELLING,68241.34447,33228.63769,3099.391179,1760.432933,466.8937408,748.5726694,Census Tract 362.01,26.7,125724,39.2,13.5,71.6,82.8,1.16686114,0.58343057
8573,MODELLING,59047.59731,24718.43512,7972.60935,2765.978117,981.8254767,2027.040244,Census Tract 352,28.8,135606,38.5,6,84,83.2,5.79290369,0.72411296
8574,MODELLING,34979.95998,1362.880931,5610.814404,1302.073734,337.0212251,5063.881498,Census Tract 302,10.1,78799,25.4,20.9,46,21.8,19.45525292,1.21595331
8575,MODELLING,35328.43934,1639.806625,5594.365876,1416.985388,586.1475731,5400.029703,Census Tract 302,10.1,78799,25.4,20.9,46,21.8,19.45525292,1.21595331
8576,MODELLING,12797.543,3614.505499,4540.037859,1035.804177,638.2039524,5589.239902,Census Tract 41.04,24.2,81016,27.8,5.9,42.6,35.4,19.0070922,1.34751773
8577,MODELLING,36032.58778,4367.582566,10988.57527,486.843869,329.3023667,3506.823824,Census Tract 298,6,51479,22.4,7.2,32.3,12.7,19.58384333,0
8578,MODELLING,12247.42804,4452.420413,4848.760988,833.4058486,162.5204282,4596.993281,Census Tract 42.02,22.5,86882,30.4,10.6,59.1,60.9,38.48750844,3.20729237
8579,MODELLING,16978.83673,3206.021584,3700.650628,817.4233754,1320.90379,881.7879293,Census Tract 175,2.9,52841,7.8,8.2,12.9,3.4,46.55172414,4.09482759
8580,MODELLING,44926.2934,9740.902334,6922.286012,913.5045588,211.5485824,2256.035513,Census Tract 315.02,23,63713,19.3,14.1,40.8,39.2,15.77287066,3.68033649
8581,MODELLING,66035.19869,31216.22706,1029.477671,1821.184433,327.4931615,352.237256,Census Tract 353.01,22.7,102917,36.8,6.7,84.2,79.5,1.43215181,0.35803795
8582,MODELLING,70311.05614,35388.76372,3876.256417,378.1012874,386.9327103,1479.962964,Census Tract 362.02,30.4,137859,34.1,9.5,78.5,78.8,3.45542502,0.691085
8583,MODELLING,76826.59345,41673.35653,4583.473797,1202.88944,399.1140702,1591.936787,Census Tract 363.03,23,113761,51.1,3.2,86,82.8,2.97619048,0
8584,MODELLING,50689.2601,16318.71295,7866.630956,598.7346673,922.9149228,1051.84016,Census Tract 329,22.4,67986,38.6,4.7,57.1,42.3,58.09128631,0
8585,MODELLING,33584.00135,21525.57378,4215.756225,1807.314387,833.2497339,2024.338374,Census Tract 214,72.1,169743,64.6,42.7,88.2,84.8,8.52618758,2.43605359
8586,MODELLING,31502.07919,19381.99556,2112.406218,1368.180312,952.4294022,2106.32228,Census Tract 213,53.4,139888,61.3,29.4,77.6,81.1,13.81909548,3.14070352
8587,MODELLING,29800.41386,6227.267774,7047.914786,540.054532,1027.1565,5363.778719,Census Tract 246,23,67096,32.2,21,25.8,12.4,37.27506427,5.7840617
8588,MODELLING,32902.90852,4772.408939,5383.123206,2012.37838,1114.971863,8204.120994,Census Tract 247,18.3,58534,27.5,10.7,43.9,4.2,21.76403207,2.86368843
8589,MODELLING,41588.52002,8835.591551,10406.7065,2821.287495,2920.296755,1841.330957,Census Tract 266,15.4,61448,19,8.6,53.5,0.8,34.43113772,2.24550898
8590,MODELLING,17962.69018,1418.767284,4609.015665,1116.387263,799.8837525,4181.423965,Census Tract 176.02,4.6,41343,21.6,10.5,9.3,4.4,77.44874715,3.13211845
8591,MODELLING,21131.23684,5094.356693,9393.685041,951.7075522,864.4301063,4589.768044,Census Tract 112,12,54404,22.5,8.1,43.5,0.4,83.55795148,9.43396226
8592,MODELLING,5377.155878,2795.64807,2676.273861,285.3386439,572.0324309,4388.020276,Census Tract 24,70.5,174644,66.5,41.8,78.6,73.8,40.84720121,23.63842663
8593,MODELLING,7981.012377,4769.39825,4829.55692,705.5774583,128.7277805,2404.95275,Census Tract 25,58.2,144998,69.6,25.7,69.7,57.4,97.01492537,41.51119403
8594,MODELLING,42426.7269,9566.293844,12879.24507,1436.508245,523.2203537,2562.377964,Census Tract 325,7.6,84615,28.5,4.6,43.2,41.5,12.83880171,0
8595,MODELLING,29898.82881,7254.80679,4909.745608,1127.076709,1389.375348,1800.117291,Census Tract 290,17.9,53669,24.1,6.3,30.8,3.1,16.13606629,1.41735717
8596,MODELLING,28308.8166,19525.07904,10775.3721,1554.95238,942.669529,2125.002002,Census Tract 55,29.8,69287,29.8,14.7,69.1,9,2.20082531,0.41265475
8597,MODELLING,36608.55738,4450.3042,11193.30139,984.6680128,143.2269415,3798.403032,Census Tract 321,23.5,56566,32.1,12,43.1,37.4,14.68048359,0
8598,MODELLING,31481.47312,22117.40576,11052.01657,3301.203765,608.8783941,755.7118236,Census Tract 55,29.8,69287,29.8,14.7,69.1,9,2.20082531,0.41265475
8599,MODELLING,17874.45643,3510.253606,3590.098923,422.9310897,932.2801147,1668.971446,Census Tract 175,2.9,52841,7.8,8.2,12.9,3.4,46.55172414,4.09482759
8600,MODELLING,11435.6065,3448.138153,3807.999205,701.3556542,324.5709168,5308.935534,Census Tract 41.01,36.2,98418,50.8,21.3,51.9,32.2,39.33948519,1.45701797
8601,MODELLING,4550.725961,3130.702123,1097.897506,1097.465813,1176.343957,2393.963949,Census Tract 14,66,246246,73.7,47.6,90.8,64.1,42.14559387,16.76245211
8602,MODELLING,68768.93828,33675.31831,4443.466947,1596.69187,774.6974981,886.506801,Census Tract 362.01,26.7,125724,39.2,13.5,71.6,82.8,5.37634409,1.34408602
8603,MODELLING,23352.67297,9811.430339,991.6603838,1026.222512,1287.752199,388.6972018,Census Tract 207.01,80.7,163171,76.6,36.1,86.3,76.4,4.09836066,0.29274005
8604,MODELLING,13019.60288,5927.692364,6300.940584,317.4950379,901.8082631,3236.471339,Census Tract 42.02,22.5,86882,30.4,10.6,59.1,60.9,23.47083926,3.91180654
8605,MODELLING,19929.74584,5555.014287,4019.444296,2093.267333,745.8799363,3586.508527,Census Tract 171,6.2,55056,24.1,15.2,38.4,2,29.06110283,1.67660209
8606,MODELLING,12313.82789,4507.366245,4908.187529,768.9452367,204.5799632,4576.625623,Census Tract 42.02,22.5,86882,30.4,10.6,59.1,60.9,38.48750844,3.20729237
8607,MODELLING,36006.72827,4608.965559,11199.29674,655.8779054,328.9027744,3263.406651,Census Tract 298,6,51479,22.4,7.2,32.3,12.7,19.58384333,0
8608,MODELLING,52852.87962,18924.29561,9973.37366,1976.322821,1389.781183,1674.002632,Census Tract 349,20.7,82663,31,12,58.4,37.3,2.75229358,0
8609,MODELLING,47714.78602,13808.25916,9446.819501,1437.766137,804.4969316,2468.17308,Census Tract 330,21.4,78458,28.8,8.5,47.7,31.6,12.32227488,0.9478673
8610,MODELLING,32726.88815,9083.712919,9564.443565,1408.555497,759.9399722,4045.197808,Census Tract 252,22.1,54541,29.9,21.1,46.5,8,31.51515152,5.15151515
8611,MODELLING,34412.13736,2455.505255,4771.400572,559.3768868,299.0515622,1659.05095,Census Tract 274.01,13.4,69106,23.6,21.1,45.9,2,22.92490119,0.98814229
8612,MODELLING,65024.68822,30318.97769,1753.554802,694.8047106,810.4956413,914.6586762,Census Tract 353.01,22.7,102917,36.8,6.7,84.2,79.5,1.43215181,0.35803795
8613,MODELLING,71963.2432,36911.66308,6125.763435,1765.156835,1125.58635,1242.607473,Census Tract 362.02,30.4,137859,34.1,9.5,78.5,78.8,3.09278351,1.03092784
8614,MODELLING,64469.16627,29826.47111,2376.706067,606.3524738,216.8744441,297.809761,Census Tract 353.01,22.7,102917,36.8,6.7,84.2,79.5,1.43215181,0.35803795
8615,MODELLING,13852.13549,958.6833546,4216.537429,1301.51452,90.23074471,3408.550344,Census Tract 372,19.4,111778,37.5,8.7,58.9,52.6,37.37465816,0.91157703
8616,MODELLING,47722.57832,14178.20359,10352.50274,1601.407191,988.8882266,1982.465292,Census Tract 330,21.4,78458,28.8,8.5,47.7,31.6,12.32227488,0.9478673
8617,MODELLING,48009.03646,13428.73201,7357.125414,1797.228433,1585.652346,2230.072295,Census Tract 331.01,16.5,84314,36.6,6.7,68,45.2,24.30846605,1.67644593
8618,MODELLING,40614.30251,5425.939986,9938.700661,1800.165508,1543.431984,6452.014973,Census Tract 317,11.6,73442,26.3,7.2,49.9,27.7,22.56186317,1.45560408
8619,MODELLING,49014.14433,18208.84526,1505.17637,1578.181933,819.2883982,1735.869291,Census Tract 341,36.1,102633,41,14.8,73.5,67.3,7.86782061,0
8620,MODELLING,35051.71998,2017.581753,4571.789281,872.302012,350.160171,1246.087338,Census Tract 275,19.7,81667,29.4,13.1,48.9,3.4,15.96071209,0.76734193
8621,MODELLING,8087.122885,1037.661981,2069.512992,1429.639897,693.5532665,6429.232043,Census Tract 29,66,162007,59.8,31.8,84.1,70.1,47.05246079,15.81936182
8622,MODELLING,8582.801067,4624.071714,5297.375611,1244.78718,607.3054224,2865.441863,Census Tract 27.01,61.6,197260,60.3,41.2,73.8,64.4,46.2700661,12.74787535
8623,MODELLING,55041.40874,20000.03307,3684.974247,4176.725703,362.0392519,454.6168583,Census Tract 347.01,32,113537,36.1,4.7,63.1,52.4,5.4200542,0.67750678
8624,MODELLING,6607.833274,1402.994228,3418.791051,526.0502187,912.7568593,5699.238008,Census Tract 22,47.1,111145,54.7,35.8,72.8,37.9,39.73509934,5.20340587
8625,MODELLING,32294.82738,8433.99575,2190.162267,1762.121297,388.3922556,737.8382564,Census Tract 291,21.3,64570,22.2,19.7,36.3,3.1,15.89242054,5.50122249
8626,MODELLING,26295.11857,3014.464219,5748.580483,1143.870088,773.8313325,7161.851729,Census Tract 284,5,43093,16,8.6,33.3,4.2,88.29174664,4.31861804
8627,MODELLING,14059.71729,3919.418589,3802.444173,588.6266502,597.7123653,2920.303298,Census Tract 78,67.3,154354,71.5,41.5,77.7,62.4,15.14004542,3.02800908
8628,MODELLING,38460.97497,5231.083009,7137.625061,419.5539223,2729.131374,2598.954443,Census Tract 268,24.8,80706,37,14.8,55.3,9.4,15.99147122,2.13219616
8629,MODELLING,54434.60053,22194.62835,7141.49845,3795.539129,791.1862786,1201.525879,Census Tract 342,39.8,100474,46.5,14.2,79.5,64.7,1.80423996,0
8630,MODELLING,38460.97497,5231.083009,7137.625061,419.5539223,2729.131374,2598.954443,Census Tract 268,24.8,80706,37,14.8,55.3,9.4,15.99147122,2.13219616
8631,MODELLING,8730.85877,6161.300227,6512.413806,1438.660337,847.9994488,1631.436486,Census Tract 136.02,82.1,188796,74.4,37.3,88.6,73.2,14.11960133,2.90697674
8632,MODELLING,57968.86545,22888.80093,6467.944532,3499.863122,2841.04853,140.2589935,Census Tract 346,30.8,99890,19.6,14.2,64.5,43,6.25690099,1.104159
8633,MODELLING,2902.62536,2492.773924,1830.034467,1426.113834,157.7710996,2254.484285,Census Tract 8.03,91,226827,81.3,48.8,89.1,77.5,169.6202532,45.56962025
8634,MODELLING,6080.961827,2628.275413,4381.025256,1372.604121,391.4810051,3835.684325,Census Tract 135,84.3,223891,74.5,34.9,92.4,76.9,16.21621622,2.45700246
8635,MODELLING,16578.72017,2550.374034,3952.670353,1931.692001,546.4218174,4252.001498,Census Tract 160.02,59.8,120477,61.6,25.4,72.4,82.1,61.96581197,9.08119658
8636,MODELLING,22727.15258,1342.804838,4422.256777,840.5008066,502.2192458,5537.438823,Census Tract 192,3.5,35654,12.8,4.2,19.3,6.1,29.6735905,1.69563374
8637,MODELLING,6554.651564,4087.22595,3211.309602,914.8437131,472.9036802,1652.50803,Census Tract 16,81.2,370103,72.7,49.7,92.5,85.8,9.37274694,3.06416727
8638,MODELLING,35514.84038,8728.98691,9418.594816,839.3271128,1293.738919,6889.38762,Census Tract 252,22.1,54541,29.9,21.1,46.5,8,10.86261981,1.27795527
8639,MODELLING,35593.01019,9639.845596,10304.70524,603.319578,513.4935715,6250.037915,Census Tract 252,22.1,54541,29.9,21.1,46.5,8,10.53555751,1.75592625
8640,MODELLING,43426.93815,11369.07046,5002.860206,2367.296201,1228.008834,3324.991903,Census Tract 308,23.6,86257,22.7,8.6,57.5,24.9,8.80195599,0.97799511
8641,MODELLING,43923.19923,13999.71244,12438.37017,483.5675754,2565.839408,2236.644172,Census Tract 260,38,78682,43.5,18.5,59.4,1.5,6.73400673,1.40291807
8642,MODELLING,18810.88428,5552.70431,8538.178495,770.9022468,1447.844232,2907.199574,Census Tract 72,19.3,58891,35.2,17.1,50,1.7,43.35664336,6.29370629
8643,MODELLING,17735.07836,6412.042446,7506.636595,406.3078248,1845.958641,3065.711886,Census Tract 71.02,11.3,63447,20.2,13.3,49.2,3,34.65851172,3.31294597
8644,MODELLING,60806.55613,26289.80791,10680.78519,2260.907087,3207.705646,1109.716584,Census Tract 355,31.4,122195,39.9,9.7,62.7,63,10.19607843,1.66666667
8645,MODELLING,11864.93572,5741.109304,8769.461486,1011.582808,1564.44185,4065.528496,Census Tract 151.02,13.5,75111,36.2,9,33.9,1.1,32.62316911,1.83089214
8646,MODELLING,24520.79313,5525.796965,6083.75961,1397.786556,1421.19504,3629.235529,Census Tract 114,24.5,81441,39.7,15.2,57.3,4.3,14.71941122,1.0349586
8647,MODELLING,27393.22133,7126.550027,3079.707716,709.2947407,1188.89597,1548.088398,Census Tract 375,49.5,143777,57.5,26.5,71.6,42.5,4.93624023,0.61703003
8648,MODELLING,24963.21207,4015.285649,6260.941043,860.8010466,2083.553902,2539.316491,Census Tract 100,24.7,73008,24.8,5.8,64.2,4.9,34.29796356,1.3397642
